<gps i=123 t=1345212156000 x=30.25789436 y=59.94158255 z=27.2 s=0.0 c=0.0 a=65.0>
<gps i=123 t=1345212156974 x=30.25793152 y=59.94159013 z=27.2 s=0.0 c=0.0 a=63.0>
<gps i=123 t=1345212157974 x=30.25798473 y=59.94159982 z=27.2 s=0.0 c=0.0 a=61.0>
<gps i=123 t=1345212158982 x=30.25801543 y=59.94160255 z=27.1 s=0.0 c=0.0 a=60.0>
<gps i=123 t=1345212159970 x=30.25804421 y=59.94160499 z=27.0 s=0.0 c=0.0 a=64.0>
<gps i=123 t=1345212160985 x=30.2580473 y=59.94160508 z=27.0 s=0.0 c=0.0 a=68.0>
<gps i=123 t=1345212161985 x=30.25804553 y=59.94160345 z=27.0 s=0.0 c=0.0 a=73.0>
<gps i=123 t=1345212162981 x=30.25804458 y=59.94160298 z=27.0 s=0.0 c=0.0 a=82.0>
<gps i=123 t=1345212163975 x=30.25804467 y=59.94160302 z=27.0 s=0.0 c=0.0 a=91.0>
<gps i=123 t=1345212164968 x=30.25805365 y=59.94160476 z=27.0 s=0.0 c=0.0 a=93.0>
<gps i=123 t=1345212165960 x=30.25805415 y=59.94160464 z=27.0 s=0.0 c=0.0 a=104.0>
<gps i=123 t=1345212166975 x=30.25805554 y=59.94160505 z=27.0 s=0.0 c=0.0 a=115.0>
<gps i=123 t=1345212167957 x=30.25805581 y=59.94160517 z=27.0 s=0.0 c=0.0 a=128.0>
<gps i=123 t=1345212168975 x=30.25805536 y=59.94160497 z=27.0 s=0.0 c=0.0 a=141.0>
<gps i=123 t=1345212169971 x=30.25805536 y=59.94160497 z=27.0 s=0.0 c=0.0 a=157.0>
<gps i=123 t=1345212170958 x=30.25805386 y=59.94160441 z=27.0 s=0.0 c=0.0 a=171.0>
<gps i=123 t=1345212171976 x=30.25805369 y=59.94160448 z=27.0 s=0.0 c=0.0 a=187.0>
<gps i=123 t=1345212172978 x=30.25805395 y=59.94160459 z=27.0 s=0.0 c=0.0 a=202.0>
<gps i=123 t=1345212173968 x=30.25805523 y=59.9416051 z=27.0 s=0.0 c=0.0 a=216.0>
<gps i=123 t=1345212174972 x=30.25805742 y=59.94160535 z=27.0 s=0.0 c=0.0 a=228.0>
<gps i=123 t=1345212175969 x=30.25806093 y=59.941606 z=27.0 s=0.0 c=0.0 a=237.0>
<gps i=123 t=1345212236981 x=30.25773015 y=59.94153801 z=26.8 s=0.0 c=0.0 a=134.0>
<gps i=123 t=1345212237986 x=30.25772968 y=59.94154098 z=26.8 s=0.0 c=0.0 a=98.0>
<gps i=123 t=1345212238969 x=30.25773702 y=59.94154634 z=26.7 s=0.0 c=0.0 a=74.0>
<gps i=123 t=1345212239981 x=30.25773724 y=59.94154661 z=26.7 s=0.0 c=0.0 a=68.0>
<gps i=123 t=1345212240970 x=30.25773059 y=59.94154545 z=26.7 s=0.0 c=0.0 a=62.0>
<gps i=123 t=1345212242002 x=30.25772101 y=59.94154816 z=26.7 s=0.0 c=0.0 a=47.0>
<gps i=123 t=1345212242983 x=30.25773437 y=59.94158851 z=26.4 s=0.0 c=0.0 a=31.0>
<gps i=123 t=1345212243971 x=30.25771518 y=59.94160763 z=26.3 s=0.0 c=0.0 a=27.0>
<gps i=123 t=1345212244970 x=30.2577039 y=59.94161019 z=26.3 s=0.0 c=0.0 a=26.0>
<gps i=123 t=1345212245975 x=30.25771053 y=59.94161456 z=26.2 s=0.0 c=0.0 a=26.0>
<gps i=123 t=1345212246978 x=30.25770903 y=59.94161568 z=26.2 s=0.0 c=0.0 a=26.0>
<gps i=123 t=1345212247978 x=30.25770677 y=59.94161573 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212248980 x=30.257705 y=59.94161621 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212249976 x=30.25770585 y=59.9416167 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212250975 x=30.2577057 y=59.94161667 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212251983 x=30.2577066 y=59.94161706 z=26.2 s=0.0 c=0.0 a=24.0>
<gps i=123 t=1345212252977 x=30.25770575 y=59.94161686 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212253976 x=30.25770367 y=59.94161677 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212254988 x=30.25770161 y=59.94161668 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212255964 x=30.2577012 y=59.94161692 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212256984 x=30.257703 y=59.94161741 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212257977 x=30.25770412 y=59.94161765 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212258978 x=30.25770335 y=59.94161784 z=26.2 s=0.0 c=0.0 a=25.0>
<gps i=123 t=1345212259984 x=30.25770283 y=59.94161797 z=26.2 s=0.0 c=0.0 a=24.0>
<gps i=123 t=1345212260966 x=30.2577002 y=59.94161794 z=26.2 s=0.0 c=0.0 a=23.0>
<gps i=123 t=1345212261986 x=30.25769895 y=59.94161829 z=26.2 s=0.0 c=0.0 a=23.0>
<gps i=123 t=1345212262984 x=30.25769603 y=59.94161811 z=26.2 s=0.0 c=0.0 a=23.0>
<gps i=123 t=1345212263977 x=30.25769576 y=59.94161814 z=26.2 s=0.0 c=0.0 a=23.0>
